 10_4_7 ,1816,, 6_4_11 ,7400,, 5_5_11 ,4512,, 9_7_5 ,4192,, 6_4_11 ,4160,, 9_7_5 ,4440,, 7_8_6 ,1800,, 11_4_6 ,8072,, 4_8_9 ,1432,, 8_7_6 ,2624,, 5_5_11 ,8304
 5_8_8 ,1848,, 5_5_11 ,7416,, 4_6_11 ,4616,, 6_8_7 ,4424,, 9_7_5 ,4184,, 5_8_8 ,4448,, 5_8_8 ,1848,, 6_8_7 ,8120,, 10_4_7 ,1584,, 10_6_5 ,2736,, 4_6_11 ,8400
 4_6_11 ,1888,, 4_6_11 ,7520,, 9_7_5 ,4736,, 7_8_6 ,4584,, 5_5_11 ,4200,, 8_7_6 ,4688,, 4_6_11 ,1888,, 4_6_11 ,8136,, 10_5_6 ,1656,, 9_7_5 ,2848,, 8_7_6 ,8560
 10_5_6 ,2008,, 11_4_6 ,7600,, 10_6_5 ,5128,, 6_4_11 ,4712,, 4_6_11 ,4264,, 6_8_7 ,5192,, 9_7_5 ,1992,, 8_7_6 ,8392,, 5_8_8 ,1688,, 5_8_8 ,3088,, 6_8_7 ,8616
 5_4_12 ,2720,, 8_7_6 ,7672,, 6_8_7 ,5232,, 5_5_11 ,4728,, 6_8_7 ,4264,, 4_9_8 ,5456,, 10_5_6 ,1992,, 4_9_8 ,8880,, 6_8_7 ,1712,, 11_4_6 ,3928,, 11_5_5 ,8624
 4_5_12 ,2760,, 5_9_7 ,8016,, 11_4_6 ,5640,, 4_6_11 ,4792,, 7_8_6 ,4480,, 5_4_12 ,5864,, 10_6_5 ,2400,, 5_9_7 ,9600,, 7_8_6 ,1752,, 6_8_7 ,4008,, 4_9_8 ,8920
 4_4_13 ,3232,, 7_8_6 ,9800,, 7_8_6 ,5760,, 4_9_8 ,4976,, 4_9_8 ,4976,, 4_5_12 ,5880,, 5_4_12 ,2720,, 7_8_6 ,10512,, 4_4_13 ,2200,, 7_8_6 ,4008,, 5_9_7 ,10608
 5_9_7 ,3288,, 4_10_7 ,11072,, 11_5_5 ,5760,, 11_4_6 ,5144,, 5_4_12 ,5344,, 11_5_5 ,5952,, 4_5_12 ,2760,, 5_4_12 ,12152,, 4_9_8 ,3216,, 11_5_5 ,4136,, 7_8_6 ,10936
 6_9_6 ,3288,, 5_4_12 ,11088,, 4_9_8 ,5768,, 5_9_7 ,5400,, 4_5_12 ,5360,, 7_8_6 ,6064,, 8_8_5 ,2952,, 4_5_12 ,12200,, 5_9_7 ,3216,, 5_4_12 ,4328,, 12_4_5 ,11776
 4_9_8 ,3376,, 4_5_12 ,11120,, 5_4_12 ,5888,, 11_5_5 ,5472,, 11_4_6 ,5400,, 11_4_6 ,6064,, 4_4_13 ,3232,, 6_9_6 ,12456,, 6_9_6 ,3224,, 4_5_12 ,4360,, 5_4_12 ,12696
 11_4_6 ,3696,, 6_9_6 ,11232,, 4_5_12 ,5920,, 5_4_12 ,6384,, 11_5_5 ,5480,, 5_9_7 ,6168,, 5_9_7 ,3264,, 4_10_7 ,13680,, 11_4_6 ,3472,, 8_8_5 ,4568,, 4_5_12 ,12720
 5_10_6 ,6328,, 5_10_6 ,13224,, 5_9_7 ,6720,, 4_5_12 ,6400,, 8_8_5 ,5648,, 6_9_6 ,8032,, 6_9_6 ,3272,, 5_10_6 ,15472,, 5_10_6 ,6264,, 4_9_8 ,4608,, 6_9_6 ,13392
 4_10_7 ,6352,, 4_4_13 ,16672,, 4_4_13 ,8416,, 6_9_6 ,7072,, 5_9_7 ,5760,, 4_10_7 ,8200,, 7_9_5 ,3296,, 4_4_13 ,18760,, 4_10_7 ,6280,, 5_9_7 ,5496,, 4_10_7 ,13656
 4_11_6 ,12464,, 4_11_6 ,19352,, 12_4_5 ,8680,, 4_10_7 ,7432,, 6_9_6 ,6456,, 4_4_13 ,9424,, 4_9_8 ,3376,, 4_11_6 ,23648,, 4_11_6 ,12400,, 4_4_13 ,7384,, 5_10_6 ,17432
 12_4_5 ,198096,, 12_4_5 ,198008,, 6_9_6 ,8760,, 12_4_5 ,8360,, 4_4_13 ,7360,, 5_10_6 ,10032,, 11_4_6 ,3680,, 12_4_5 ,198096,, 12_4_5 ,198096,, 7_9_5 ,7488,, 4_4_13 ,19792
 11_5_5 ,203552,, 11_5_5 ,203552,, 7_9_5 ,9280,, 5_10_6 ,9072,, 4_10_7 ,7792,, 6_10_5 ,11344,, 11_5_5 ,3864,, 11_5_5 ,203552,, 11_5_5 ,203552,, 6_9_6 ,7528,, 6_10_5 ,20360
 4_12_5 ,204776,, 4_12_5 ,204776,, 4_10_7 ,9776,, 4_4_13 ,9424,, 12_4_5 ,8608,, 4_11_6 ,14112,, 6_10_5 ,6296,, 4_12_5 ,204776,, 4_12_5 ,204776,, 4_10_7 ,8552,, 4_11_6 ,23552
 10_6_5 ,206056,, 10_6_5 ,206056,, 5_10_6 ,11784,, 6_10_5 ,10760,, 6_10_5 ,8960,, 5_11_5 ,17480,, 5_10_6 ,6312,, 10_6_5 ,206056,, 10_6_5 ,206056,, 5_10_6 ,10552,, 5_11_5 ,31144
 9_7_5 ,207584,, 9_7_5 ,207584,, 6_10_5 ,13288,, 4_11_6 ,13152,, 5_10_6 ,9488,, 4_12_5 ,25600,, 4_10_7 ,6328,, 9_7_5 ,207584,, 9_7_5 ,207584,, 6_10_5 ,12536,, 4_12_5 ,51648
 8_8_5 ,208600,, 8_8_5 ,208600,, 4_11_6 ,17912,, 5_11_5 ,16880,, 4_11_6 ,13568,, 12_4_5 ,198096,, 12_4_5 ,6920,, 8_8_5 ,208600,, 8_8_5 ,208600,, 4_11_6 ,16680,, 10_6_5 ,206056
 7_9_5 ,209512,, 7_9_5 ,209512,, 5_11_5 ,21456,, 4_12_5 ,25016,, 5_11_5 ,17136,, 10_6_5 ,206056,, 5_11_5 ,12408,, 7_9_5 ,209512,, 7_9_5 ,209512,, 5_11_5 ,20688,, 9_7_5 ,207584
 6_10_5 ,210744,, 6_10_5 ,210744,, 4_12_5 ,33696,, 8_8_5 ,208600,, 4_12_5 ,25272,, 8_8_5 ,208600,, 4_11_6 ,12448,, 6_10_5 ,210744,, 6_10_5 ,210744,, 4_12_5 ,32960,, 8_8_5 ,208600
 5_11_5 ,212896,, 5_11_5 ,212896,, 8_8_5 ,208600,, 7_9_5 ,209512,, 7_9_5 ,209512,, 7_9_5 ,209512,, 4_12_5 ,24688,, 5_11_5 ,212896,, 5_11_5 ,212896,, 12_4_5 ,164424,, 7_9_5 ,209512
