 6_6_4_5 ,195240,, 6_6_4_5 ,195152,, 5_6_5_5 ,3032,, 5_7_4_5 ,2664,, 4_7_4_6 ,2768,, 5_4_6_6 ,3544,, 5_7_4_5 ,1016,, 6_6_4_5 ,195240,, 6_6_4_5 ,195240,, 6_4_6_5 ,1600,, 8_4_4_5 ,6320
 4_8_4_5 ,195304,, 4_8_4_5 ,195216,, 4_6_5_6 ,3080,, 5_4_6_6 ,2720,, 4_4_6_7 ,2816,, 4_5_6_6 ,3560,, 5_4_6_6 ,1040,, 4_8_4_5 ,195304,, 4_8_4_5 ,195304,, 5_4_6_6 ,1624,, 5_6_5_5 ,6488
 5_7_4_5 ,195312,, 5_7_4_5 ,195224,, 5_7_4_5 ,3192,, 4_4_6_7 ,2728,, 4_7_5_5 ,2848,, 4_4_4_9 ,3608,, 4_7_4_6 ,1048,, 5_7_4_5 ,195312,, 5_7_4_5 ,195312,, 5_5_6_5 ,1640,, 6_6_4_5 ,6528
 7_5_4_5 ,195528,, 7_5_4_5 ,195440,, 4_7_4_6 ,3216,, 4_5_6_6 ,2736,, 5_4_6_6 ,2864,, 5_4_7_5 ,3976,, 8_4_4_5 ,1048,, 7_5_4_5 ,195528,, 7_5_4_5 ,195528,, 4_5_6_6 ,1656,, 5_4_6_6 ,6616
 8_4_4_5 ,196192,, 8_4_4_5 ,196104,, 5_4_6_6 ,3264,, 4_7_5_5 ,2840,, 4_5_6_6 ,2880,, 4_5_7_5 ,3992,, 4_5_6_6 ,1080,, 8_4_4_5 ,196192,, 8_4_4_5 ,196192,, 4_7_5_5 ,1712,, 4_5_6_6 ,6640
 4_7_5_5 ,202168,, 4_7_5_5 ,202168,, 4_5_6_6 ,3296,, 4_4_5_8 ,2848,, 5_7_4_5 ,2912,, 4_4_7_6 ,4544,, 6_4_6_5 ,1168,, 4_7_5_5 ,202168,, 4_7_5_5 ,202168,, 4_6_6_5 ,1744,, 5_7_4_5 ,6912
 5_6_5_5 ,202176,, 5_6_5_5 ,202176,, 4_7_5_5 ,3336,, 6_4_6_5 ,2936,, 6_4_6_5 ,2912,, 6_6_4_5 ,195240,, 4_4_4_9 ,1176,, 5_6_5_5 ,202176,, 5_6_5_5 ,202176,, 5_4_7_5 ,2408,, 4_7_5_5 ,7176
 6_5_5_5 ,202296,, 6_5_5_5 ,202296,, 4_8_4_5 ,3808,, 5_5_6_5 ,2952,, 5_5_6_5 ,2952,, 4_8_4_5 ,195304,, 5_5_6_5 ,1208,, 6_5_5_5 ,202296,, 6_5_5_5 ,202296,, 4_5_7_5 ,2440,, 4_8_4_5 ,7320
 7_4_5_5 ,202608,, 7_4_5_5 ,202608,, 4_4_7_6 ,4000,, 4_4_4_9 ,2968,, 4_6_6_5 ,3016,, 5_7_4_5 ,195312,, 4_7_5_5 ,1232,, 7_4_5_5 ,202608,, 7_4_5_5 ,202608,, 4_4_7_6 ,2504,, 4_4_7_6 ,8464
 4_6_6_5 ,205504,, 4_6_6_5 ,205504,, 6_4_6_5 ,4064,, 4_6_6_5 ,3016,, 4_4_4_9 ,3192,, 7_5_4_5 ,195528,, 4_4_7_6 ,1296,, 4_6_6_5 ,205504,, 4_6_6_5 ,205504,, 4_4_8_5 ,4448,, 4_6_6_5 ,205504
 5_5_6_5 ,205584,, 5_5_6_5 ,205584,, 5_5_6_5 ,4264,, 4_8_4_5 ,3072,, 4_8_4_5 ,3320,, 8_4_4_5 ,196192,, 4_6_6_5 ,1320,, 5_5_6_5 ,205584,, 5_5_6_5 ,205584,, 6_6_4_5 ,161152,, 5_5_6_5 ,205584
 6_4_6_5 ,205592,, 6_4_6_5 ,205592,, 4_6_6_5 ,4272,, 4_4_7_6 ,3584,, 4_4_7_6 ,3472,, 4_6_6_5 ,205504,, 5_4_7_5 ,1504,, 6_4_6_5 ,205592,, 6_4_6_5 ,205592,, 7_5_4_5 ,161296,, 6_4_6_5 ,205592
 4_5_7_5 ,207376,, 4_5_7_5 ,207376,, 5_4_7_5 ,4296,, 5_4_7_5 ,3992,, 5_4_7_5 ,3720,, 5_5_6_5 ,205584,, 4_5_7_5 ,1544,, 4_5_7_5 ,207376,, 4_5_7_5 ,207376,, 5_7_4_5 ,161432,, 4_5_7_5 ,207376
 5_4_7_5 ,207456,, 5_4_7_5 ,207456,, 4_5_7_5 ,4328,, 4_5_7_5 ,4008,, 4_5_7_5 ,3736,, 6_4_6_5 ,205592,, 4_8_4_5 ,1632,, 5_4_7_5 ,207456,, 5_4_7_5 ,207456,, 4_8_4_5 ,161632,, 5_4_7_5 ,207456
 4_4_8_5 ,208576,, 4_4_8_5 ,208576,, 4_4_8_5 ,208576,, 4_4_8_5 ,208576,, 4_4_8_5 ,5504,, 4_4_8_5 ,208576,, 4_4_8_5 ,2808,, 4_4_8_5 ,208576,, 4_4_8_5 ,208576,, 8_4_4_5 ,161816,, 4_4_8_5 ,208576
